seed,schedule,phase,local_offset,global_step,dataset,n_weighted_rows,correct_weighted_rows,exact_empirical_accuracy,weighted_binary_cross_entropy,reconstructed_from_canonical_logits_and_frozen_integer_weights
577,p_q_y,component_1_P,222,222,component_P,9216,9216,1.0,8.847038692201423e-05,True
577,p_q_y,component_1_P,222,222,component_Q,9216,4608,0.5,4.666540664383771,True
577,p_q_y,component_1_P,222,222,component_Y,9216,4608,0.5,4.753670512972299,True
577,p_q_y,component_1_P,222,222,three_component_pool,27648,18432,0.6666666666666666,3.1400998825809974,True
577,p_q_y,component_1_P,222,222,concordant_washout,9216,9216,1.0,7.80655631793396e-05,True
577,p_q_y,component_1_P,24,24,component_P,9216,9216,1.0,0.053277802777553035,True
577,p_q_y,component_1_P,24,24,component_Q,9216,4608,0.5,1.5063308893619949,True
577,p_q_y,component_1_P,24,24,component_Y,9216,4608,0.5,1.5626078350491588,True
577,p_q_y,component_1_P,24,24,three_component_pool,27648,18432,0.6666666666666666,1.0407388423962356,True
577,p_q_y,component_1_P,24,24,concordant_washout,9216,9216,1.0,0.05115014011135732,True
577,p_q_y,component_1_P,256,256,component_P,9216,9216,1.0,7.505743062237681e-05,True
577,p_q_y,component_1_P,256,256,component_Q,9216,4608,0.5,4.7465606741523025,True
577,p_q_y,component_1_P,256,256,component_Y,9216,4608,0.5,4.834060481346995,True
577,p_q_y,component_1_P,256,256,three_component_pool,27648,18432,0.6666666666666666,3.193565404309974,True
577,p_q_y,component_1_P,256,256,concordant_washout,9216,9216,1.0,6.643002386659479e-05,True
577,p_q_y,component_1_P,3,3,component_P,9216,8064,0.875,0.6501077043139786,True
577,p_q_y,component_1_P,3,3,component_Q,9216,5184,0.5625,0.694887314002396,True
577,p_q_y,component_1_P,3,3,component_Y,9216,4032,0.4375,0.6936831754492435,True
577,p_q_y,component_1_P,3,3,three_component_pool,27648,17280,0.625,0.6795593979218727,True
577,p_q_y,component_1_P,3,3,concordant_washout,9216,8064,0.875,0.6490349154714496,True
577,p_q_y,component_1_P,33,33,component_P,9216,9216,1.0,0.005885286017631751,True
577,p_q_y,component_1_P,33,33,component_Q,9216,4608,0.5,2.589278417826596,True
577,p_q_y,component_1_P,33,33,component_Y,9216,4608,0.5,2.657980141665559,True
577,p_q_y,component_1_P,33,33,three_component_pool,27648,18432,0.6666666666666666,1.7510479485032622,True
577,p_q_y,component_1_P,33,33,concordant_washout,9216,9216,1.0,0.00525911348282369,True
577,p_q_y,component_1_P,4,4,component_P,9216,9216,1.0,0.6297239228498825,True
577,p_q_y,component_1_P,4,4,component_Q,9216,4608,0.5,0.6945174533791408,True
577,p_q_y,component_1_P,4,4,component_Y,9216,4608,0.5,0.6953450032645081,True
577,p_q_y,component_1_P,4,4,three_component_pool,27648,18432,0.6666666666666666,0.6731954598311771,True
577,p_q_y,component_1_P,4,4,concordant_washout,9216,9216,1.0,0.6275242948882943,True
577,p_q_y,component_1_P,45,45,component_P,9216,9216,1.0,0.0008339685833707637,True
577,p_q_y,component_1_P,45,45,component_Q,9216,4608,0.5,3.572307110616189,True
577,p_q_y,component_1_P,45,45,component_Y,9216,4608,0.5,3.649884913970757,True
577,p_q_y,component_1_P,45,45,three_component_pool,27648,18432,0.6666666666666666,2.407675331056772,True
577,p_q_y,component_1_P,45,45,concordant_washout,9216,9216,1.0,0.0007085461505831812,True
577,p_q_y,component_1_P,5,5,component_P,9216,9216,1.0,0.6085750818797213,True
577,p_q_y,component_1_P,5,5,component_Q,9216,4608,0.5,0.6948888590785948,True
577,p_q_y,component_1_P,5,5,component_Y,9216,4608,0.5,0.6972395099690102,True
577,p_q_y,component_1_P,5,5,three_component_pool,27648,18432,0.6666666666666666,0.6669011503091087,True
577,p_q_y,component_1_P,5,5,concordant_washout,9216,9216,1.0,0.6050897678007049,True
577,p_q_y,component_1_P,62,62,component_P,9216,9216,1.0,0.0002907515517584863,True
577,p_q_y,component_1_P,62,62,component_Q,9216,4608,0.5,4.096369907572962,True
577,p_q_y,component_1_P,62,62,component_Y,9216,4608,0.5,4.178432741322965,True
577,p_q_y,component_1_P,62,62,three_component_pool,27648,18432,0.6666666666666666,2.758364466815895,True
577,p_q_y,component_1_P,62,62,concordant_washout,9216,9216,1.0,0.00024606610272812464,True
577,p_q_y,component_1_P,7,7,component_P,9216,9216,1.0,0.5610650463720248,True
577,p_q_y,component_1_P,7,7,component_Q,9216,4608,0.5,0.698559068718669,True
577,p_q_y,component_1_P,7,7,component_Y,9216,4608,0.5,0.7044239602656653,True
577,p_q_y,component_1_P,7,7,three_component_pool,27648,18432,0.6666666666666666,0.6546826917854531,True
577,p_q_y,component_1_P,7,7,concordant_washout,9216,9216,1.0,0.5557139635439743,True
577,p_q_y,component_1_P,85,85,component_P,9216,9216,1.0,0.00019791830442884818,True
577,p_q_y,component_1_P,85,85,component_Q,9216,4608,0.5,4.2815940618129416,True
577,p_q_y,component_1_P,85,85,component_Y,9216,4608,0.5,4.365835917242857,True
577,p_q_y,component_1_P,85,85,three_component_pool,27648,18432,0.6666666666666666,2.8825426324534087,True
577,p_q_y,component_1_P,85,85,concordant_washout,9216,9216,1.0,0.00016896680983037346,True
577,p_q_y,component_1_P,9,9,component_P,9216,9216,1.0,0.5042636105955002,True
577,p_q_y,component_1_P,9,9,component_Q,9216,4608,0.5,0.7082200338244774,True
577,p_q_y,component_1_P,9,9,component_Y,9216,4608,0.5,0.7184446271467727,True
577,p_q_y,component_1_P,9,9,three_component_pool,27648,18432,0.6666666666666666,0.6436427571889167,True
577,p_q_y,component_1_P,9,9,concordant_washout,9216,9216,1.0,0.4973222030070765,True
577,p_q_y,component_2_Q,0,256,component_P,9216,9216,1.0,7.505743062237681e-05,True
577,p_q_y,component_2_Q,0,256,component_Q,9216,4608,0.5,4.7465606741523025,True
577,p_q_y,component_2_Q,0,256,component_Y,9216,4608,0.5,4.834060481346995,True
577,p_q_y,component_2_Q,0,256,three_component_pool,27648,18432,0.6666666666666666,3.193565404309974,True
577,p_q_y,component_2_Q,0,256,concordant_washout,9216,9216,1.0,6.643002386659479e-05,True
577,p_q_y,component_2_Q,1,257,component_P,9216,9216,1.0,0.0001377251408764196,True
577,p_q_y,component_2_Q,1,257,component_Q,9216,4608,0.5,4.422686877257224,True
577,p_q_y,component_2_Q,1,257,component_Y,9216,4608,0.5,4.528063421807216,True
577,p_q_y,component_2_Q,1,257,three_component_pool,27648,18432,0.6666666666666666,2.9836293414017723,True
577,p_q_y,component_2_Q,1,257,concordant_washout,9216,9216,1.0,0.00011760935743752865,True
577,p_q_y,component_2_Q,117,373,component_P,9216,4608,0.5,2.666156445226563,True
577,p_q_y,component_2_Q,117,373,component_Q,9216,9216,1.0,0.004819556469937764,True
577,p_q_y,component_2_Q,117,373,component_Y,9216,4608,0.5,2.7862667129467265,True
577,p_q_y,component_2_Q,117,373,three_component_pool,27648,18432,0.6666666666666666,1.8190809048810759,True
577,p_q_y,component_2_Q,117,373,concordant_washout,9216,9216,1.0,0.003965419597824558,True
577,p_q_y,component_2_Q,128,384,component_P,9216,4608,0.5,2.869245220847508,True
577,p_q_y,component_2_Q,128,384,component_Q,9216,9216,1.0,0.0032411688625864294,True
577,p_q_y,component_2_Q,128,384,component_Y,9216,4608,0.5,2.9785474636399667,True
577,p_q_y,component_2_Q,128,384,three_component_pool,27648,18432,0.6666666666666666,1.9503446177833539,True
577,p_q_y,component_2_Q,128,384,concordant_washout,9216,9216,1.0,0.002779804088427996,True
577,p_q_y,component_2_Q,13,269,component_P,9216,9216,1.0,0.09710276884745504,True
577,p_q_y,component_2_Q,13,269,component_Q,9216,4608,0.5,1.5008372274980906,True
577,p_q_y,component_2_Q,13,269,component_Y,9216,4608,0.5,1.6775519133124517,True
577,p_q_y,component_2_Q,13,269,three_component_pool,27648,18432,0.6666666666666666,1.091830636552666,True
577,p_q_y,component_2_Q,13,269,concordant_washout,9216,9216,1.0,0.06499072689819359,True
577,p_q_y,component_2_Q,161,417,component_P,9216,4608,0.5,3.2989236558856607,True
577,p_q_y,component_2_Q,161,417,component_Q,9216,9216,1.0,0.0014920516305490447,True
577,p_q_y,component_2_Q,161,417,component_Y,9216,4608,0.5,3.3952729254221308,True
577,p_q_y,component_2_Q,161,417,three_component_pool,27648,18432,0.6666666666666666,2.2318962109794467,True
577,p_q_y,component_2_Q,161,417,concordant_washout,9216,9216,1.0,0.0013508812664097892,True
577,p_q_y,component_2_Q,17,273,component_P,9216,8064,0.875,0.28824560043973135,True
577,p_q_y,component_2_Q,17,273,component_Q,9216,5760,0.625,1.0528563038597716,True
577,p_q_y,component_2_Q,17,273,component_Y,9216,4608,0.5,1.2161515436223058,True
577,p_q_y,component_2_Q,17,273,three_component_pool,27648,18432,0.6666666666666666,0.8524178159739363,True
577,p_q_y,component_2_Q,17,273,concordant_washout,9216,9216,1.0,0.2067459002180936,True
577,p_q_y,component_2_Q,2,258,component_P,9216,9216,1.0,0.00025326273279321367,True
577,p_q_y,component_2_Q,2,258,component_Q,9216,4608,0.5,4.1096442436690195,True
577,p_q_y,component_2_Q,2,258,component_Y,9216,4608,0.5,4.229543563622752,True
577,p_q_y,component_2_Q,2,258,three_component_pool,27648,18432,0.6666666666666666,2.7798136900081882,True
577,p_q_y,component_2_Q,2,258,concordant_washout,9216,9216,1.0,0.0002090549993585835,True
577,p_q_y,component_2_Q,222,478,component_P,9216,4608,0.5,3.7346881820228024,True
577,p_q_y,component_2_Q,222,478,component_Q,9216,9216,1.0,0.000686840666124132,True
577,p_q_y,component_2_Q,222,478,component_Y,9216,4608,0.5,3.819300561582251,True
577,p_q_y,component_2_Q,222,478,three_component_pool,27648,18432,0.6666666666666666,2.5182251947570595,True
577,p_q_y,component_2_Q,222,478,concordant_washout,9216,9216,1.0,0.0006422929702781772,True
577,p_q_y,component_2_Q,24,280,component_P,9216,7680,0.8333333333333334,0.4391280051381368,True
577,p_q_y,component_2_Q,24,280,component_Q,9216,6240,0.6770833333333334,0.6753936628576728,True
577,p_q_y,component_2_Q,24,280,component_Y,9216,4512,0.4895833333333333,0.798534202830863,True
577,p_q_y,component_2_Q,24,280,three_component_pool,27648,18432,0.6666666666666666,0.6376852902755574,True
577,p_q_y,component_2_Q,24,280,concordant_washout,9216,9216,1.0,0.3574121606188884,True
577,p_q_y,component_2_Q,256,512,component_P,9216,4608,0.5,3.8964854641688564,True
577,p_q_y,component_2_Q,256,512,component_Q,9216,9216,1.0,0.0005085036543555414,True
577,p_q_y,component_2_Q,256,512,component_Y,9216,4608,0.5,3.9784637904949225,True
577,p_q_y,component_2_Q,256,512,three_component_pool,27648,18432,0.6666666666666666,2.625152586106045,True
577,p_q_y,component_2_Q,256,512,concordant_washout,9216,9216,1.0,0.00048069451966309233,True
577,p_q_y,component_2_Q,3,259,component_P,9216,9216,1.0,0.0004647133247302289,True
577,p_q_y,component_2_Q,3,259,component_Q,9216,4608,0.5,3.8079528604559965,True
577,p_q_y,component_2_Q,3,259,component_Y,9216,4608,0.5,3.939639571348056,True
577,p_q_y,component_2_Q,3,259,three_component_pool,27648,18432,0.6666666666666666,2.5826857150429277,True
577,p_q_y,component_2_Q,3,259,concordant_washout,9216,9216,1.0,0.000371579627826811,True
577,p_q_y,component_2_Q,33,289,component_P,9216,7680,0.8333333333333334,0.5712550182203165,True
577,p_q_y,component_2_Q,33,289,component_Q,9216,6240,0.6770833333333334,0.6022091496202336,True
577,p_q_y,component_2_Q,33,289,component_Y,9216,4512,0.4895833333333333,0.7243279498781612,True
577,p_q_y,component_2_Q,33,289,three_component_pool,27648,18432,0.6666666666666666,0.6325973725729038,True
577,p_q_y,component_2_Q,33,289,concordant_washout,9216,9216,1.0,0.47252165592506423,True
577,p_q_y,component_2_Q,4,260,component_P,9216,9216,1.0,0.0008481179223161933,True
577,p_q_y,component_2_Q,4,260,component_Q,9216,4608,0.5,3.5180154412589357,True
577,p_q_y,component_2_Q,4,260,component_Y,9216,4608,0.5,3.6595081758806263,True
577,p_q_y,component_2_Q,4,260,three_component_pool,27648,18432,0.6666666666666666,2.392790578353959,True
577,p_q_y,component_2_Q,4,260,concordant_washout,9216,9216,1.0,0.0006577404828422148,True
577,p_q_y,component_2_Q,45,301,component_P,9216,6144,0.6666666666666666,0.6029101168788604,True
577,p_q_y,component_2_Q,45,301,component_Q,9216,7872,0.8541666666666666,0.4893063230706043,True
577,p_q_y,component_2_Q,45,301,component_Y,9216,4416,0.4791666666666667,0.7483777083398686,True
577,p_q_y,component_2_Q,45,301,three_component_pool,27648,18432,0.6666666666666666,0.613531382763111,True
577,p_q_y,component_2_Q,45,301,concordant_washout,9216,9216,1.0,0.38000062009539953,True
577,p_q_y,component_2_Q,5,261,component_P,9216,9216,1.0,0.0015381122715807253,True
577,p_q_y,component_2_Q,5,261,component_Q,9216,4608,0.5,3.2395608371091904,True
577,p_q_y,component_2_Q,5,261,component_Y,9216,4608,0.5,3.390018224915037,True
577,p_q_y,component_2_Q,5,261,three_component_pool,27648,18432,0.6666666666666666,2.2103723914319358,True
577,p_q_y,component_2_Q,5,261,concordant_washout,9216,9216,1.0,0.0011582687055486538,True
577,p_q_y,component_2_Q,62,318,component_P,9216,4608,0.5,0.7210700439521879,True
577,p_q_y,component_2_Q,62,318,component_Q,9216,9216,1.0,0.26456813046818095,True
577,p_q_y,component_2_Q,62,318,component_Y,9216,4608,0.5,0.9673740390432286,True
577,p_q_y,component_2_Q,62,318,three_component_pool,27648,18432,0.6666666666666666,0.6510040711545324,True
577,p_q_y,component_2_Q,62,318,concordant_washout,9216,9216,1.0,0.16998990151098242,True
577,p_q_y,component_2_Q,7,263,component_P,9216,9216,1.0,0.0049201488913645335,True
577,p_q_y,component_2_Q,7,263,component_Q,9216,4608,0.5,2.71918058856602,True
577,p_q_y,component_2_Q,7,263,component_Y,9216,4608,0.5,2.8829190720485625,True
577,p_q_y,component_2_Q,7,263,three_component_pool,27648,18432,0.6666666666666666,1.869006603168649,True
577,p_q_y,component_2_Q,7,263,concordant_washout,9216,9216,1.0,0.003511900711997635,True
577,p_q_y,component_2_Q,85,341,component_P,9216,4608,0.5,1.606851429292781,True
577,p_q_y,component_2_Q,85,341,component_Q,9216,9216,1.0,0.038992062712738154,True
577,p_q_y,component_2_Q,85,341,component_Y,9216,4608,0.5,1.8144100471229834,True
577,p_q_y,component_2_Q,85,341,three_component_pool,27648,18432,0.6666666666666666,1.1534178463761673,True
577,p_q_y,component_2_Q,85,341,concordant_washout,9216,9216,1.0,0.025997198499802927,True
577,p_q_y,component_2_Q,9,265,component_P,9216,9216,1.0,0.014882019627107822,True
577,p_q_y,component_2_Q,9,265,component_Q,9216,4608,0.5,2.2498838803358745,True
577,p_q_y,component_2_Q,9,265,component_Y,9216,4608,0.5,2.4219424888263967,True
577,p_q_y,component_2_Q,9,265,three_component_pool,27648,18432,0.6666666666666666,1.5622361295964595,True
577,p_q_y,component_2_Q,9,265,concordant_washout,9216,9216,1.0,0.01018296672685978,True
577,p_q_y,component_3_Y,0,512,component_P,9216,4608,0.5,3.8964854641688564,True
577,p_q_y,component_3_Y,0,512,component_Q,9216,9216,1.0,0.0005085036543555414,True
577,p_q_y,component_3_Y,0,512,component_Y,9216,4608,0.5,3.9784637904949225,True
577,p_q_y,component_3_Y,0,512,three_component_pool,27648,18432,0.6666666666666666,2.625152586106045,True
577,p_q_y,component_3_Y,0,512,concordant_washout,9216,9216,1.0,0.00048069451966309233,True
577,p_q_y,component_3_Y,1,513,component_P,9216,4608,0.5,3.7931960474117736,True
577,p_q_y,component_3_Y,1,513,component_Q,9216,9216,1.0,0.0007331565427159506,True
577,p_q_y,component_3_Y,1,513,component_Y,9216,4608,0.5,3.736512038199651,True
577,p_q_y,component_3_Y,1,513,three_component_pool,27648,18432,0.6666666666666666,2.510147080718046,True
577,p_q_y,component_3_Y,1,513,concordant_washout,9216,9216,1.0,0.000779809747907448,True
577,p_q_y,component_3_Y,117,629,component_P,9216,3360,0.3645833333333333,0.8249185469438169,True
577,p_q_y,component_3_Y,117,629,component_Q,9216,6816,0.7395833333333334,0.5944873396227395,True
577,p_q_y,component_3_Y,117,629,component_Y,9216,7680,0.8333333333333334,0.486520380713428,True
577,p_q_y,component_3_Y,117,629,three_component_pool,27648,17856,0.6458333333333334,0.6353087557599948,True
577,p_q_y,component_3_Y,117,629,concordant_washout,9216,8640,0.9375,0.41939914356910346,True
577,p_q_y,component_3_Y,128,640,component_P,9216,4224,0.4583333333333333,0.8788671951718174,True
577,p_q_y,component_3_Y,128,640,component_Q,9216,5664,0.6145833333333334,0.6271496138095541,True
577,p_q_y,component_3_Y,128,640,component_Y,9216,8544,0.9270833333333334,0.3918625189372302,True
577,p_q_y,component_3_Y,128,640,three_component_pool,27648,18432,0.6666666666666666,0.6326264426395339,True
577,p_q_y,component_3_Y,128,640,concordant_washout,9216,9216,1.0,0.32412784944558015,True
577,p_q_y,component_3_Y,13,525,component_P,9216,4224,0.4583333333333333,2.648226254981982,True
577,p_q_y,component_3_Y,13,525,component_Q,9216,8832,0.9583333333333334,0.14302866954854174,True
577,p_q_y,component_3_Y,13,525,component_Y,9216,4800,0.5208333333333334,1.5474649430413487,True
577,p_q_y,component_3_Y,13,525,three_component_pool,27648,17856,0.6458333333333334,1.446239955857291,True
577,p_q_y,component_3_Y,13,525,concordant_washout,9216,8640,0.9375,0.26923821062562125,True
577,p_q_y,component_3_Y,161,673,component_P,9216,4608,0.5,1.590547228328433,True
577,p_q_y,component_3_Y,161,673,component_Q,9216,4608,0.5,1.3811973206817187,True
577,p_q_y,component_3_Y,161,673,component_Y,9216,9216,1.0,0.061853119805319406,True
577,p_q_y,component_3_Y,161,673,three_component_pool,27648,18432,0.6666666666666666,1.0111992229384903,True
577,p_q_y,component_3_Y,161,673,concordant_washout,9216,9216,1.0,0.046239434113156265,True
577,p_q_y,component_3_Y,17,529,component_P,9216,2784,0.3020833333333333,2.3864492849244594,True
577,p_q_y,component_3_Y,17,529,component_Q,9216,7392,0.8020833333333334,0.25737421797268567,True
577,p_q_y,component_3_Y,17,529,component_Y,9216,4800,0.5208333333333334,1.2236156344387417,True
577,p_q_y,component_3_Y,17,529,three_component_pool,27648,14976,0.5416666666666666,1.2891463791119622,True
577,p_q_y,component_3_Y,17,529,concordant_washout,9216,5760,0.625,0.48226092644934543,True
577,p_q_y,component_3_Y,2,514,component_P,9216,4608,0.5,3.683182288316252,True
577,p_q_y,component_3_Y,2,514,component_Q,9216,9216,1.0,0.001100877297388049,True
577,p_q_y,component_3_Y,2,514,component_Y,9216,4608,0.5,3.4996229965394243,True
577,p_q_y,component_3_Y,2,514,three_component_pool,27648,18432,0.6666666666666666,2.3946353873843544,True
577,p_q_y,component_3_Y,2,514,concordant_washout,9216,9216,1.0,0.0013033694251678861,True
577,p_q_y,component_3_Y,222,734,component_P,9216,4608,0.5,2.8416176934338044,True
577,p_q_y,component_3_Y,222,734,component_Q,9216,4608,0.5,2.611420819091603,True
577,p_q_y,component_3_Y,222,734,component_Y,9216,9216,1.0,0.004798083049812375,True
577,p_q_y,component_3_Y,222,734,three_component_pool,27648,18432,0.6666666666666666,1.8192788651917398,True
577,p_q_y,component_3_Y,222,734,concordant_washout,9216,9216,1.0,0.0037330908278039327,True
577,p_q_y,component_3_Y,24,536,component_P,9216,2400,0.2604166666666667,1.8703933394993588,True
577,p_q_y,component_3_Y,24,536,component_Q,9216,7008,0.7604166666666666,0.39669055092708144,True
577,p_q_y,component_3_Y,24,536,component_Y,9216,4992,0.5416666666666666,0.9573479555719722,True
577,p_q_y,component_3_Y,24,536,three_component_pool,27648,14400,0.5208333333333334,1.074810615332804,True
577,p_q_y,component_3_Y,24,536,concordant_washout,9216,5184,0.5625,0.7033995105069586,True
577,p_q_y,component_3_Y,256,768,component_P,9216,4608,0.5,3.094972725481119,True
577,p_q_y,component_3_Y,256,768,component_Q,9216,4608,0.5,2.864416283060964,True
577,p_q_y,component_3_Y,256,768,component_Y,9216,9216,1.0,0.002895205406354152,True
577,p_q_y,component_3_Y,256,768,three_component_pool,27648,18432,0.6666666666666666,1.9874280713161459,True
577,p_q_y,component_3_Y,256,768,concordant_washout,9216,9216,1.0,0.002234660730070284,True
577,p_q_y,component_3_Y,3,515,component_P,9216,4608,0.5,3.571380716843119,True
577,p_q_y,component_3_Y,3,515,component_Q,9216,9216,1.0,0.0017137428160755729,True
577,p_q_y,component_3_Y,3,515,component_Y,9216,4608,0.5,3.268512151273408,True
577,p_q_y,component_3_Y,3,515,three_component_pool,27648,18432,0.6666666666666666,2.2805355369775344,True
577,p_q_y,component_3_Y,3,515,concordant_washout,9216,9216,1.0,0.0022426297050715653,True
577,p_q_y,component_3_Y,33,545,component_P,9216,1728,0.1875,1.2634449489527857,True
577,p_q_y,component_3_Y,33,545,component_Q,9216,6336,0.6875,0.4608205715660362,True
577,p_q_y,component_3_Y,33,545,component_Y,9216,5184,0.5625,0.7722635703149657,True
577,p_q_y,component_3_Y,33,545,three_component_pool,27648,13248,0.4791666666666667,0.8321763636112626,True
577,p_q_y,component_3_Y,33,545,concordant_washout,9216,4032,0.4375,0.7056174628720425,True
577,p_q_y,component_3_Y,4,516,component_P,9216,4608,0.5,3.4579445960334194,True
577,p_q_y,component_3_Y,4,516,component_Q,9216,9216,1.0,0.00274710592640962,True
577,p_q_y,component_3_Y,4,516,component_Y,9216,4608,0.5,3.044790545460005,True
577,p_q_y,component_3_Y,4,516,three_component_pool,27648,18432,0.6666666666666666,2.1684940824732775,True
577,p_q_y,component_3_Y,4,516,concordant_washout,9216,9216,1.0,0.003934440825649398,True
577,p_q_y,component_3_Y,45,557,component_P,9216,3168,0.34375,0.8933063439788289,True
577,p_q_y,component_3_Y,45,557,component_Q,9216,7776,0.84375,0.5417089199845501,True
577,p_q_y,component_3_Y,45,557,component_Y,9216,5760,0.625,0.6916403377930878,True
577,p_q_y,component_3_Y,45,557,three_component_pool,27648,16704,0.6041666666666666,0.7088852005854889,True
577,p_q_y,component_3_Y,45,557,concordant_washout,9216,7488,0.8125,0.6540268808771175,True
577,p_q_y,component_3_Y,5,517,component_P,9216,4608,0.5,3.345492012479719,True
577,p_q_y,component_3_Y,5,517,component_Q,9216,9216,1.0,0.004512576542866098,True
577,p_q_y,component_3_Y,5,517,component_Y,9216,4608,0.5,2.8293206440960468,True
577,p_q_y,component_3_Y,5,517,three_component_pool,27648,18432,0.6666666666666666,2.0597750777062105,True
577,p_q_y,component_3_Y,5,517,concordant_washout,9216,9216,1.0,0.006978058035958468,True
577,p_q_y,component_3_Y,62,574,component_P,9216,3168,0.34375,0.7681666070602087,True
577,p_q_y,component_3_Y,62,574,component_Q,9216,7776,0.84375,0.6089123917596635,True
577,p_q_y,component_3_Y,62,574,component_Y,9216,6336,0.6875,0.6588645988754882,True
577,p_q_y,component_3_Y,62,574,three_component_pool,27648,17280,0.625,0.6786478658984535,True
577,p_q_y,component_3_Y,62,574,concordant_washout,9216,8064,0.875,0.6297291346119237,True
577,p_q_y,component_3_Y,7,519,component_P,9216,4608,0.5,3.1323513514511316,True
577,p_q_y,component_3_Y,7,519,component_Q,9216,9216,1.0,0.012620177588072623,True
577,p_q_y,component_3_Y,7,519,component_Y,9216,4608,0.5,2.4250332179135214,True
577,p_q_y,component_3_Y,7,519,three_component_pool,27648,18432,0.6666666666666666,1.856668248984242,True
577,p_q_y,component_3_Y,7,519,concordant_washout,9216,9216,1.0,0.021721341063155868,True
577,p_q_y,component_3_Y,85,597,component_P,9216,3072,0.3333333333333333,0.7624829203994865,True
577,p_q_y,component_3_Y,85,597,component_Q,9216,7392,0.8020833333333334,0.6074411480008993,True
577,p_q_y,component_3_Y,85,597,component_Y,9216,6816,0.7395833333333334,0.6188977635342188,True
577,p_q_y,component_3_Y,85,597,three_component_pool,27648,17280,0.625,0.6629406106448683,True
577,p_q_y,component_3_Y,85,597,concordant_washout,9216,8064,0.875,0.5775961941171549,True
